train_size,train_acc_mean,val_acc_mean,train_logloss_mean,val_logloss_mean
8000,1.0,0.9511,0.00245982265704886,0.15963519208165827
16000,1.0,0.9637500000000001,0.0021255097880961363,0.11836515220750886
24000,1.0,0.9701,0.0020468245144366214,0.099840922350844
32000,1.0,0.9735333333333333,0.0020177875883465868,0.08659053816821578
40000,1.0,0.9760166666666666,0.002077835847618272,0.07864658467838609
