train_size,train_acc_mean,val_acc_mean,train_logloss_mean,val_logloss_mean
8000,1.0,0.9491666666666667,0.00771096821444068,0.16638493308204647
16000,1.0,0.9623666666666666,0.0050316860391996345,0.12217678928868712
24000,1.0,0.9691333333333333,0.003977707809270166,0.10256491722628008
32000,1.0,0.9728333333333333,0.0033596001843416677,0.08897361460452681
40000,1.0,0.9753166666666667,0.002959406215871154,0.08058021964481199
