train_size,train_acc_mean,val_acc_mean,train_logloss_mean,val_logloss_mean
8000,0.8637083333333333,0.8223166666666666,0.38852371823924287,0.7516434011760192
16000,0.8645208333333333,0.82655,0.3847384092833426,0.6928808298008486
24000,0.8626527777777778,0.82875,0.387354321234019,0.6802709373126606
32000,0.8627916666666667,0.8298,0.3873998928627598,0.6574930137566454
40000,0.8577916666666666,0.8299666666666666,0.4022168332932455,0.6408323098416497
