train_size,train_acc_mean,val_acc_mean,train_logloss_mean,val_logloss_mean
8000,0.9061666666666666,0.8000999999999999,0.212220318117988,4.4663162722353364
16000,0.9212083333333333,0.8361666666666667,0.1787173778558561,3.7303298387096073
24000,0.9280972222222221,0.8472166666666667,0.1644964046050087,3.3411280574534445
32000,0.9332708333333333,0.8570833333333333,0.1500604156562422,3.170072615344379
40000,0.938475,0.8680333333333334,0.14037414269859985,2.92678908859207
